#Name,Association,Age (Myr),P (d), Rp (R_Earth),Rp_err (R_Earth),sma (AU),sma_err (AU),Iflux (Earth flux),Iflux_err (Earth flux),Mstar,Mstar_err,Rstar,Rstar_err,Teff,Teff_err
Kepler-609 b,,,6.521211,3.280927,1.042435,0.070307,0.001935,301.089129,187.328964,1.09,0.09,1.14,0.35,5971.0,171.1
Kepler-619 b,,,5.404272,3.094386,0.636434,0.06203,0.001328,368.92306,155.928969,1.09,0.07,1.11,0.23,5980.0,113.14
Kepler-619 c,,,1.208465,1.656923,0.384055,0.022853,0.000489,2718.149287,1148.852599,1.09,0.07,1.11,0.23,5980.0,113.14
Kepler-714 b,,,8.098888,9.469699,2.436006,0.081233,0.001987,221.221331,116.144049,1.09,0.08,1.12,0.29,5995.0,117.06
Kepler-792 b,,,11.301192,1.920275,0.482812,0.101437,0.002792,139.613274,71.375006,1.09,0.09,1.12,0.28,5971.0,175.96
Kepler-874 b,,,40.068673,3.862496,1.042435,0.235858,0.008655,27.160492,15.295836,1.09,0.12,1.13,0.31,6020.0,210.62
Kepler-890 b,,,52.758756,8.701589,2.798115,0.283341,0.008665,18.008085,11.572388,1.09,0.1,1.13,0.36,5954.0,101.27
Kepler-93 b,,,4.72674,1.53622,0.10973,0.056731,0.002429,277.670935,35.986324,1.09,0.14,0.98,0.04,5669.0,75.0
Kepler-996 b,,,3.770591,1.942221,0.614488,0.048796,0.001343,643.258631,410.735405,1.09,0.09,1.14,0.36,6014.0,152.18
WASP-192 b,,,2.878676,13.49679,0.87784,0.0408,0.0008,1150.461713,172.254265,1.09,0.06,1.32,0.07,5910.0,145.0
WASP-85 A b,,,2.655678,13.60652,0.32919,0.039,0.001,730.389609,50.353768,1.09,0.08,0.94,0.02,6112.0,27.0
pi Men c,,,6.2679,1.997086,0.043892,0.06839,0.0005,309.584762,15.245657,1.09,0.04,1.1,0.02,6037.0,45.0
CoRoT-16 b,,,5.35227,12.83841,1.75568,0.0618,0.0015,340.412481,85.260891,1.1,0.08,1.19,0.14,5650.0,100.0
CoRoT-22 b,,,9.75598,4.773255,0.384055,0.092,0.0014,172.100471,14.57644,1.1,0.05,1.14,0.09,5939.0,120.0
HATS-10 b,,,3.312846,10.632837,0.669353,0.04491,0.00074,646.105257,90.571733,1.1,0.05,1.1,0.06,5880.0,120.0
HATS-32 b,,,2.812655,13.705277,1.580112,0.04024,0.00053,710.662762,141.617287,1.1,0.04,1.1,0.1,5650,110.0
HATS-36 b,,,4.175186,12.651869,0.373082,0.0523,0.0006,499.510436,40.62685,1.1,0.04,1.1,0.03,5950.0,83.0
HATS-54 b,,,2.544183,11.708191,0.570596,0.03763,0.00024,1171.879583,75.660901,1.1,0.02,1.32,0.04,5702.0,26.0
HATS-60 b,,,3.560829,12.651869,0.581569,0.04708,0.00023,906.913495,28.521379,1.1,0.02,1.46,0.02,5688.0,20.0
HATS-9 b,,,1.915291,13.562628,0.340163,0.0312,0.0005,2213.485029,184.860489,1.1,0.05,1.56,0.04,5599.0,85.0
K2-217 b,,,14.074524,3.500387,0.680326,0.117776,0.001784,145.648634,44.295723,1.1,0.05,1.33,0.2,5967.0,50.0
K2-261 b,,,11.63344,9.32705,0.285298,0.102,0.02,221.5952,84.023556,1.1,0.02,1.65,0.04,5537.0,71.0
Kepler-1080 b,,,77.25484,3.215089,1.108273,0.366482,0.011106,11.35859,7.882016,1.1,0.1,1.16,0.4,5956.0,87.98
Kepler-1111 b,,,8.796179,1.953194,0.526704,0.086092,0.003392,219.239015,121.242231,1.1,0.13,1.15,0.31,6077.0,199.7
Kepler-1212 b,,,12.941301,2.095843,0.570596,0.111366,0.003712,128.792614,71.043271,1.1,0.11,1.15,0.31,6051.0,180.6
Kepler-1269 b,,,37.333154,1.591085,0.449893,0.225683,0.006155,30.277445,17.024203,1.1,0.09,1.15,0.32,5998.0,88.22
Kepler-1289 b,,,7.990196,1.492328,0.482812,0.08075,0.00416,258.463992,170.813776,1.1,0.17,1.17,0.37,6080.0,268.17
Kepler-1407 b,,,20.07115,2.205573,0.515731,0.149217,0.004522,69.815923,33.867228,1.1,0.1,1.15,0.27,6010.0,158.66
Kepler-1584 b,,,13.39971,1.580112,0.395028,0.113981,0.003109,120.131116,60.282484,1.1,0.09,1.13,0.28,6069.0,93.46
Kepler-1591 b,,,8.185049,1.239949,0.406001,0.082057,0.003233,246.356391,156.524532,1.1,0.13,1.16,0.36,6082.0,232.08
Kepler-494 b,,,8.025118,6.989801,1.294814,0.080985,0.001718,283.962051,106.244717,1.1,0.07,1.26,0.23,6007.0,105.19
Kepler-509 b,,,41.746004,2.436006,0.054865,0.243134,0.002947,29.597637,2.138691,1.1,0.04,1.2,0.03,6060.0,69.98
Kepler-520 b,,,19.674161,1.624004,0.274325,0.147242,0.001785,68.899385,7.239779,1.1,0.04,1.09,0.05,6112.0,68.96
Kepler-520 c,,,5.211043,1.042435,0.065838,0.060727,0.000736,405.052033,42.561877,1.1,0.04,1.09,0.05,6112.0,68.96
Kepler-590 b,,,5.852963,3.939307,1.064381,0.065617,0.00179,358.638539,196.037613,1.1,0.09,1.15,0.31,6000.0,147.47
Kepler-610 b,,,6.996927,4.103902,1.130219,0.073911,0.002016,262.700354,145.756739,1.1,0.09,1.13,0.31,5943.0,127.26
Kepler-610 c,,,151.86392,3.226062,0.822975,0.575093,0.015684,4.339079,2.407496,1.1,0.09,1.13,0.31,5943.0,127.26
Kepler-624 b,,,14.586496,2.260438,0.318217,0.120615,0.001828,120.727786,35.419969,1.1,0.06,1.18,0.17,6117.0,70.67
Kepler-766 b,,,6.100278,3.313846,0.910759,0.067453,0.00184,337.577892,184.190279,1.1,0.09,1.15,0.31,5992.0,140.96
Kepler-87 b,,,114.73635,13.211492,0.537677,0.481,0.028,12.685262,1.548174,1.1,0.05,1.82,0.04,5600.0,50.0
Kepler-87 c,,,191.2318,6.013204,0.285298,0.676,0.04,6.422383,0.791564,1.1,0.05,1.82,0.04,5600.0,50.0
Kepler-886 b,,,6.241464,1.492328,0.406001,0.06849,0.002075,357.361421,199.652622,1.1,0.1,1.16,0.32,6098.0,117.8
Kepler-914 b,,,4.409665,1.349679,0.164595,0.05433,0.000823,481.542756,112.500382,1.1,0.05,1.15,0.13,5877.0,74.15
Kepler-956 b,,,5.248673,2.940764,0.76811,0.061019,0.001664,425.893872,225.722016,1.1,0.09,1.15,0.3,6040.0,114.09
XO-4 b,,,4.12508,13.71625,0.87784,0.051967,0.003464,1174.596883,220.072761,1.1,0.22,1.45,0.09,6397.0,70.0
HATS-52 b,,,1.366654,15.164686,0.943678,0.02498,0.0004,2076.760086,322.089452,1.11,0.05,1.05,0.06,6010.0,150.0
K2-194 b,,,39.721386,3.566225,0.603515,0.235918,0.003542,33.892638,9.658724,1.11,0.05,1.28,0.18,5979.0,52.0
K2-230 b,,,2.86041,1.920275,0.175568,0.0409,0.0003,1299.825733,79.77951,1.11,0.02,1.39,0.04,5945.0,25.0
K2-280 b,,,19.895202,7.505532,0.252379,0.1488,0.002,72.470547,5.967374,1.11,0.04,1.28,0.03,5742.0,90.0
K2-66 b,,,5.06963,2.436006,0.32919,0.05983,0.00072,843.074183,125.642032,1.11,0.04,1.67,0.12,5887.0,46.0
KELT-10 b,,,4.166274,15.351227,0.757137,0.0525,0.00097,599.005326,61.028017,1.11,0.06,1.21,0.05,5948.0,74.0
Kepler-1003 b,,,3.554857,1.744707,0.471839,0.047202,0.001843,770.950451,432.671525,1.11,0.13,1.17,0.32,6109.0,195.29
Kepler-1004 b,,,5.287898,6.14488,0.76811,0.061508,0.003325,1672.438691,337.592561,1.11,0.18,3.39,0.28,4972.0,52.3
Kepler-1085 b,,,219.321753,7.066612,1.733734,0.736999,0.019919,2.793677,1.534816,1.11,0.09,1.14,0.31,6000.0,89.9
Kepler-1103 b,,,19.79192,2.227519,0.592542,0.148276,0.004453,74.642889,40.823978,1.11,0.1,1.15,0.31,6092.0,106.64
Kepler-1106 b,,,1.252752,1.613031,0.482812,0.02355,0.00099,3087.07144,1838.917023,1.11,0.14,1.17,0.34,6104.0,185.27
Kepler-1119 b,,,8.326515,1.876383,0.614488,0.083251,0.0035,243.64772,162.098569,1.11,0.14,1.17,0.38,6083.0,249.75
Kepler-1189 b,,,3.78859,1.733734,0.504758,0.049249,0.001479,652.968389,388.408665,1.11,0.1,1.16,0.34,6012.0,184.74
Kepler-1278 b,,,3.239413,0.98757,0.307244,0.044367,0.001466,838.295299,512.64892,1.11,0.11,1.16,0.35,6074.0,128.32
Kepler-1352 b,,,1.877883,0.866867,0.241406,0.030845,0.001019,1785.11547,1030.160835,1.11,0.11,1.16,0.33,6118.0,116.34
Kepler-1403 b,,,5.194922,2.095843,0.526704,0.060785,0.001825,434.895127,224.735921,1.11,0.1,1.15,0.29,6060.0,145.9
Kepler-1485 b,,,19.915772,1.437463,0.230433,0.148894,0.001789,69.982607,9.867163,1.11,0.04,1.12,0.07,6087.0,92.28
Kepler-1557 b,,,3.740325,1.492328,0.493785,0.04883,0.002053,715.699781,471.716389,1.11,0.14,1.17,0.38,6099.0,191.52
Kepler-1590 b,,,7.617608,1.119246,0.32919,0.078456,0.002356,264.38953,157.271531,1.11,0.1,1.16,0.34,6053.0,137.0
Kepler-546 b,,,4.14702,6.847152,1.887356,0.052308,0.001728,552.046123,311.280646,1.11,0.11,1.15,0.32,5967.0,130.13
Kepler-557 b,,,3.70599,2.611574,0.779083,0.048531,0.001749,697.851615,429.819989,1.11,0.12,1.16,0.35,6068.0,199.33
Kepler-685 b,,,1.625522,10.358512,2.995629,0.028016,0.000925,1952.787938,1158.608284,1.11,0.11,1.16,0.34,5963.0,126.15
Kepler-690 b,,,7.748094,5.826663,1.788599,0.079349,0.002383,235.373754,147.437811,1.11,0.1,1.16,0.36,5913.0,115.89
Kepler-871 b,,,22.045902,3.664982,1.053408,0.15933,0.004306,59.495858,32.793308,1.11,0.09,1.14,0.31,5993.0,146.49
Kepler-908 b,,,1.340597,1.196057,0.098757,0.024638,0.000296,2369.619701,371.449279,1.11,0.04,1.12,0.08,5973.0,95.84
Kepler-918 b,,,4.853869,1.700815,0.395028,0.058095,0.001745,458.059939,214.667116,1.11,0.1,1.14,0.26,6028.0,163.81
Kepler-923 b,,,6.933665,1.349679,0.285298,0.073686,0.001549,338.678956,141.721099,1.11,0.07,1.26,0.26,5988.0,82.2
WASP-55 b,,,4.46563,14.59409,1.42649,0.054954,0.005776,429.491396,128.504819,1.11,0.35,1.09,0.11,5900.0,100.0
WASP-62 b,,,4.41195,14.48436,0.87784,0.054513,0.004093,690.969231,141.782627,1.11,0.25,1.23,0.08,6230.0,80.0
WASP-70 A b,,,3.71302,12.772572,1.119246,0.04853,0.00062,628.041392,72.522579,1.11,0.04,1.22,0.09,5763.0,79.0
WASP-83 b,,,4.971252,11.41192,0.87784,0.059,0.001,263.012071,37.737522,1.11,0.09,1.05,0.06,5510.0,110.0
HAT-P-26 b,,,4.23452,6.91299,0.43892,0.0532,0.0057,160.331732,40.539945,1.12,0.36,0.87,0.05,5079.0,88.0
HATS-23 b,,,2.160516,20.40978,4.3892,0.03397,0.00047,1254.80853,166.762966,1.12,0.05,1.2,0.08,5780.0,120.0
Kepler-1056 b,,,27.495606,2.951737,1.305787,0.185162,0.011022,53.326531,46.295235,1.12,0.2,1.2,0.51,6127.0,285.27
Kepler-1084 b,,,2.053337,1.086327,0.230433,0.032836,0.000684,1911.749491,814.35385,1.12,0.07,1.28,0.27,6113.0,75.56
Kepler-1113 b,,,42.300495,2.754223,1.108273,0.24676,0.009547,25.062816,20.274579,1.12,0.13,1.17,0.47,5931.0,109.5
Kepler-1547 b,,,0.69298,0.87784,0.274325,0.015917,0.000474,6757.507084,4164.041458,1.12,0.1,1.18,0.36,6078.0,139.23
Kepler-1581 b,,,6.283855,0.779083,0.131676,0.069214,0.001236,374.178424,124.09607,1.12,0.06,1.23,0.2,6022.0,81.89
Kepler-1632 b,,,448.303558,2.41406,0.822975,1.19058,0.049608,1.276721,0.875008,1.12,0.14,1.19,0.4,6137.0,176.47
Kepler-1639 b,,,9.878482,2.52379,0.76811,0.093577,0.003064,204.935835,119.482432,1.12,0.11,1.18,0.34,6150.0,91.49
Kepler-1641 b,,,19.672266,3.039521,1.108273,0.14812,0.007053,83.296565,57.336279,1.12,0.16,1.19,0.4,6152.0,233.57
Kepler-1641 c,,,32.657212,2.885899,0.954651,0.207665,0.009889,42.376733,29.16956,1.12,0.16,1.19,0.4,6152.0,233.57
Kepler-44 b,,,3.246729,11.96057,0.76811,0.0446,0.0011,934.123944,136.126154,1.12,0.08,1.35,0.08,5800.0,100.0
Kepler-998 b,,,5.653777,2.271411,0.592542,0.064506,0.00192,406.040982,216.528424,1.12,0.1,1.18,0.31,6058.0,165.4
WASP-185 b,,,9.38755,13.71625,0.87784,0.0904,0.0017,300.571926,39.635303,1.12,0.06,1.5,0.08,5900.0,100.0
CoRoT-14 b,,,1.51214,11.96057,0.76811,0.027,0.002,2400.197728,502.47359,1.13,0.09,1.21,0.08,6035.0,100.0
HAT-P-22 b,,,3.21222,12.61895,2.08487,0.044381,0.00288,445.34636,75.321823,1.13,0.22,1.11,0.05,5302.0,80.0
HAT-P-32 b,,,2.150008,21.72654,0.493785,0.03397,0.00051,1900.374779,150.361293,1.13,0.05,1.37,0.03,6001.0,88.0
HATS-17 b,,,16.254611,8.526021,0.614488,0.1308,0.0012,73.074771,10.25183,1.13,0.03,1.09,0.07,5846.0,78.0
Kepler-1093 b,,,25.082463,1.909302,0.603515,0.17468,0.007214,61.458663,39.692324,1.13,0.14,1.2,0.38,6166.0,147.64
Kepler-1093 c,,,89.722292,1.920275,0.702272,0.408568,0.016873,11.234218,7.255482,1.13,0.14,1.2,0.38,6166.0,147.64
Kepler-1165 b,,,9.478522,1.514274,0.493785,0.091304,0.003232,205.632111,137.334797,1.13,0.12,1.18,0.39,6080.0,115.97
Kepler-117 b,,,18.795923,7.889587,0.263352,0.1445,0.0047,159.996776,18.387989,1.13,0.13,1.61,0.05,6150.0,110.0
Kepler-117 c,,,50.790391,12.081273,0.384055,0.2804,0.0092,42.490409,4.897022,1.13,0.13,1.61,0.05,6150.0,110.0
Kepler-1225 b,,,7.010754,1.777626,0.592542,0.074675,0.003084,325.173021,222.052972,1.13,0.14,1.19,0.4,6140.0,147.7
Kepler-1271 b,,,3.025596,1.448436,0.230433,0.042645,0.000755,1067.295214,319.696558,1.13,0.06,1.23,0.18,6143.0,88.49
Kepler-1398 b,,,2.788157,0.87784,0.274325,0.040384,0.00143,1083.301039,688.530225,1.13,0.12,1.18,0.37,6126.0,125.42
Kepler-1398 c,,,4.138276,1.009516,0.362109,0.052546,0.00186,639.851934,406.680489,1.13,0.12,1.18,0.37,6126.0,125.42
Kepler-1445 b,,,10.600523,0.943678,0.197514,0.098374,0.002031,211.432602,88.240136,1.13,0.07,1.26,0.26,6150.0,71.3
Kepler-606 b,,,24.31576,3.237035,1.239949,0.171102,0.00858,65.994458,49.836075,1.13,0.17,1.22,0.45,6161.0,227.56
Kepler-645 b,,,3.275823,2.051951,0.614488,0.044965,0.001857,945.477051,574.831754,1.13,0.14,1.21,0.36,6170.0,162.1
Qatar-5 b,,,2.879232,12.147111,0.702272,0.04127,0.00067,673.035655,69.914006,1.13,0.06,1.08,0.05,5747.0,49.0
TOI 172 b,,,9.47725,10.588945,0.351136,0.0914,0.0017,346.974939,26.413882,1.13,0.07,1.78,0.05,5645.0,50.0
CoRoT-23 b,,,3.6313,11.52165,1.42649,0.048,0.004,1228.208318,352.502697,1.14,0.08,1.61,0.18,5900.0,100.0
K2-259 b,,,15.48043,2.271411,0.197514,0.1271,0.0011,95.976367,6.609332,1.14,0.03,1.13,0.03,6059.0,76.0
Kepler-1094 b,,,78.100023,3.116332,1.174111,0.373571,0.017477,13.190211,10.164237,1.14,0.16,1.21,0.46,6112.0,187.65
Kepler-1213 b,,,5.349824,1.163138,0.131676,0.062541,0.000731,451.809536,100.164217,1.14,0.04,1.21,0.13,6050.0,81.73
Kepler-1276 b,,,12.57201,1.163138,0.197514,0.110546,0.001616,158.263775,37.512934,1.14,0.05,1.21,0.14,6188.0,65.25
Kepler-1346 b,,,3.401657,1.547193,0.54865,0.046245,0.002028,872.618575,628.535955,1.14,0.15,1.21,0.43,6133.0,160.7
Kepler-1508 b,,,20.70565,1.305787,0.515731,0.15417,0.009917,81.128925,66.525805,1.14,0.22,1.22,0.48,6158.0,294.77
Kepler-1551 b,,,24.49737,2.600601,0.888813,0.172459,0.008573,63.912276,45.593647,1.14,0.17,1.22,0.42,6136.0,242.35
Kepler-1607 b,,,13.647368,0.899786,0.318217,0.116763,0.00478,135.370683,97.416791,1.14,0.14,1.21,0.43,6116.0,199.25
Kepler-639 b,,,10.214205,2.326276,0.537677,0.096252,0.002533,195.562564,80.153548,1.14,0.09,1.29,0.26,5896.0,76.96
Kepler-889 b,,,3.744439,1.064381,0.186541,0.049302,0.001009,731.245702,261.749302,1.14,0.07,1.25,0.22,5961.0,75.23
Kepler-924 b,,,61.037012,3.006602,1.086327,0.316958,0.013902,19.62445,14.548073,1.14,0.15,1.23,0.45,6167.0,161.28
WASP-75 b,,,2.484193,13.93571,0.526704,0.0375,0.0008,1408.291653,138.878832,1.14,0.07,1.26,0.04,6100.0,100.0
HAT-P-1 b,,,4.4653,14.473387,0.208487,0.05561,0.00083,509.994367,34.490986,1.15,0.05,1.17,0.03,5980.0,49.0
HD 80606 b,,,111.4367,11.74111,0.32919,0.474849,0.037162,4.132959,0.669952,1.15,0.27,1.04,0.02,5561.0,24.0
HR 858 b,,,3.58599,2.040978,0.065838,0.048,0.0011,992.205779,60.424475,1.15,0.08,1.31,0.02,6201.0,50.0
HR 858 c,,,5.97293,1.898329,0.065838,0.0674,0.0016,503.227579,30.603589,1.15,0.08,1.31,0.02,6201.0,50.0
HR 858 d,,,11.23,2.117789,0.087784,0.1027,0.0025,216.742131,13.375178,1.15,0.08,1.31,0.02,6201.0,50.0
K2-34 b,,,2.995633,13.661385,0.318217,0.0426,0.0005,1398.43224,106.532977,1.15,0.04,1.44,0.03,6071.0,90.0
K2-44 b,,,5.65688,2.666439,0.318217,0.0651,0.0011,648.312819,127.017421,1.15,0.06,1.58,0.15,5912.0,51.0
Kepler-1201 b,,,15.187259,2.238492,0.888813,0.125754,0.006197,127.526879,96.209366,1.15,0.17,1.24,0.46,6177.0,232.29
Kepler-1267 b,,,13.031394,2.951737,0.932705,0.113553,0.003621,138.944588,86.827596,1.15,0.11,1.2,0.37,6096.0,215.9
Kepler-1385 b,,,2.888799,0.833948,0.197514,0.041593,0.001206,935.552774,440.585889,1.15,0.1,1.29,0.3,5732.0,65.47
Kepler-1422 b,,,18.605194,1.97514,0.406001,0.143977,0.003756,96.783929,39.141982,1.15,0.09,1.23,0.24,6194.0,143.17
Kepler-1617 b,,,27.478557,1.174111,0.362109,0.186724,0.007036,55.630213,35.041372,1.15,0.13,1.22,0.38,6167.0,84.79
Kepler-1621 b,,,92.263714,2.117789,0.779083,0.418689,0.024272,11.363568,8.774684,1.15,0.2,1.24,0.46,6158.0,276.88
Kepler-41 b,,,1.855558,14.15517,0.21946,0.03101,0.0004,1704.284041,137.047579,1.15,0.04,1.29,0.02,5750.0,100.0
Kepler-422 b,,,7.891448,12.61895,1.20703,0.082,0.011,262.053263,87.937289,1.15,0.06,1.24,0.12,5972.0,84.0
Kepler-502 b,,,4.286864,4.674498,1.42649,0.054112,0.002039,644.532594,396.851881,1.15,0.13,1.22,0.37,6125.0,154.49
Kepler-526 b,,,5.458498,1.953194,0.164595,0.06357,0.000737,349.655063,47.725876,1.15,0.04,1.14,0.07,5894.0,84.44
Kepler-620 b,,,12.913754,3.248008,1.196057,0.112868,0.004907,151.071439,112.843511,1.15,0.15,1.22,0.45,6155.0,147.72
Kepler-655 b,,,46.406336,2.655466,0.406001,0.264802,0.004605,28.630888,8.480552,1.15,0.06,1.24,0.18,6170.0,72.99
Kepler-669 b,,,4.125547,4.729363,1.250922,0.052746,0.001529,619.793085,334.921306,1.15,0.1,1.2,0.32,6038.0,109.18
Kepler-750 b,,,9.428872,3.006602,1.042435,0.091519,0.003714,234.31887,161.741912,1.15,0.14,1.23,0.42,6160.0,121.55
Kepler-750 c,,,4.08899,1.591085,0.636434,0.052434,0.002128,713.836597,492.735799,1.15,0.14,1.23,0.42,6160.0,121.55
Kepler-814 b,,,6.146985,2.073897,0.680326,0.068809,0.002393,408.329469,243.832539,1.15,0.12,1.22,0.36,6162.0,90.5
Kepler-824 b,,,4.514366,1.832491,0.691299,0.05601,0.002273,567.004965,431.248516,1.15,0.14,1.22,0.46,6035.0,120.47
Kepler-919 b,,,11.046034,2.205573,0.855894,0.101705,0.004422,178.073925,140.061063,1.15,0.15,1.21,0.47,6113.0,172.0
Kepler-937 b,,,67.668827,3.643036,1.261895,0.34051,0.011844,15.960634,11.078347,1.15,0.12,1.22,0.42,6095.0,127.3
Kepler-937 c,,,153.343364,2.611574,0.888813,0.587463,0.020433,5.362266,3.721973,1.15,0.12,1.22,0.42,6095.0,127.3
Kepler-972 b,,,7.039326,4.553795,1.492328,0.075317,0.003493,337.28911,227.855355,1.15,0.16,1.22,0.4,6146.0,260.44
Qatar-3 b,,,2.50792,12.026408,1.53622,0.03783,0.00069,1322.086886,298.972322,1.15,0.06,1.27,0.14,6007.0,52.0
CoRoT-4 b,,,9.20205,13.05787,0.65838,0.09,0.001,223.534217,10.695399,1.16,0.03,1.17,0.03,6190.0,60.0
HATS-12 b,,,3.142702,7.593316,0.460866,0.0441,0.0005,1035.614448,139.369734,1.16,0.04,1.17,0.07,6357.0,91.0
HD 89345 b,,,11.8143,7.24218,0.32919,0.1066,0.0014,234.718574,18.944744,1.16,0.04,1.75,0.05,5576.0,76.0
K2-196 b,,,48.324222,3.522333,0.592542,0.272835,0.005488,38.328389,11.621503,1.16,0.07,1.54,0.23,6045.0,50.0
K2-269 b,,,4.144965,1.53622,0.120703,0.0531,0.0006,998.454577,102.669437,1.16,0.04,1.45,0.06,6209.0,88.0
K2-75 b,,,7.8142,2.611574,0.318217,0.081,0.0014,431.648881,88.57836,1.16,0.06,1.56,0.15,5995.0,94.0
K2-75 c,,,18.311,2.710331,0.373082,0.1429,0.0025,138.687142,28.469798,1.16,0.06,1.56,0.15,5995.0,94.0
K2-87 b,,,9.726618,7.439694,0.395028,0.094,0.001,218.001691,26.827112,1.16,0.04,1.4,0.08,5747.0,58.0
Kepler-1233 b,,,45.126304,2.545736,1.053408,0.260662,0.013482,30.575039,25.780902,1.16,0.18,1.25,0.52,6198.0,168.47
Kepler-1283 b,,,12.946098,1.86541,0.76811,0.113383,0.005865,159.207344,132.308634,1.16,0.18,1.25,0.51,6175.0,233.53
Kepler-1349 b,,,2.128239,0.680326,0.614488,0.034025,0.004009,1749.178752,3171.986304,1.16,0.41,1.28,1.15,6086.0,194.89
Kepler-1354 b,,,76.613377,2.907845,1.196057,0.37096,0.017056,14.570074,11.664494,1.16,0.16,1.24,0.49,6168.0,202.44
Kepler-1472 b,,,38.131283,1.86541,0.746164,0.232976,0.010712,37.319231,30.135831,1.16,0.16,1.25,0.5,6159.0,114.64
Kepler-1531 b,,,1.138543,1.086327,0.471839,0.022423,0.001289,4438.324646,3904.911024,1.16,0.2,1.27,0.55,6260.0,182.91
Kepler-17 b,,,1.485711,14.37463,0.21946,0.02591,0.00037,1652.533834,143.494883,1.16,0.06,1.05,0.03,5781.0,85.0
Kepler-507 b,,,3.568097,1.272868,0.230433,0.048019,0.000966,950.671166,350.228418,1.16,0.07,1.32,0.24,6113.0,67.92
Kepler-508 b,,,25.308897,1.602058,0.252379,0.177272,0.003056,59.028851,19.360231,1.16,0.06,1.25,0.2,6025.0,99.94
Kepler-544 b,,,21.416169,2.073897,0.186541,0.158593,0.001823,79.08451,14.789693,1.16,0.04,1.22,0.11,6206.0,68.1
Kepler-741 b,,,7.039024,2.907845,0.98757,0.075532,0.002822,342.635494,234.210526,1.16,0.13,1.24,0.42,6129.0,111.81
Kepler-758 b,,,12.10971,2.425033,0.537677,0.108446,0.00374,232.401983,103.29318,1.16,0.12,1.42,0.31,6228.0,72.21
Kepler-758 c,,,4.75794,1.656923,0.362109,0.058175,0.002006,807.593673,358.942371,1.16,0.12,1.42,0.31,6228.0,72.21
Kepler-758 d,,,20.49662,2.073897,0.460866,0.154021,0.005311,115.214865,51.208297,1.16,0.12,1.42,0.31,6228.0,72.21
Kepler-758 e,,,8.193472,1.492328,0.318217,0.08358,0.002882,391.255883,173.897245,1.16,0.12,1.42,0.31,6228.0,72.21
Kepler-788 b,,,8.398463,2.490871,0.87784,0.084968,0.003174,271.663762,174.965279,1.16,0.13,1.23,0.39,6159.0,186.01
Kepler-904 b,,,3.021669,1.733734,0.581569,0.042982,0.001729,1097.136915,747.425143,1.16,0.14,1.25,0.42,6160.0,149.12
Kepler-982 b,,,15.773822,2.205573,0.460866,0.129345,0.002602,127.282229,53.720351,1.16,0.07,1.29,0.27,6139.0,62.95
Qatar-10 b,,,1.645321,16.931339,0.43892,0.0286,0.0006,2420.602058,170.600466,1.16,0.07,1.25,0.03,6124.0,46.0
WASP-133 b,,,2.176423,13.27733,0.54865,0.0345,0.0007,1656.841359,176.854416,1.16,0.08,1.44,0.05,5650,100.0
EPIC 211945201 b,,,19.49221,5.640122,0.296271,0.1493,0.0015,105.943239,7.302003,1.17,0.04,1.39,0.02,6069.0,90.0
HATS-50 b,,,3.829702,12.39949,0.822975,0.05046,0.0006,571.404364,75.461917,1.17,0.04,1.12,0.06,5990.0,110.0
K2-108 b,,,4.733999,5.223148,0.208487,0.0581,0.0009,812.474335,67.435646,1.17,0.06,1.76,0.04,5599.0,87.0
Kepler-101 b,,,3.487681,5.59623,0.87784,0.0474,0.001,1006.468238,263.94059,1.17,0.07,1.56,0.2,5667.0,50.0
Kepler-101 c,,,6.02976,1.228976,0.186541,0.0684,0.0014,483.330892,126.654347,1.17,0.07,1.56,0.2,5667.0,50.0
Kepler-1181 b,,,4.893375,1.53622,0.636434,0.059444,0.002879,626.901996,525.401852,1.17,0.17,1.3,0.54,6176.0,87.31
Kepler-12 b,,,4.437963,19.246642,0.395028,0.0553,0.0012,807.160002,69.788106,1.17,0.05,1.48,0.03,5947.0,100.0
Kepler-1256 b,,,12.412775,1.459409,0.427947,0.110564,0.002835,192.356231,77.481987,1.17,0.09,1.36,0.27,6129.0,69.29
Kepler-1395 b,,,3.784706,0.779083,0.087784,0.050087,0.000571,771.205241,155.180595,1.17,0.04,1.23,0.12,6138.0,66.83
Kepler-1511 b,,,23.238279,1.64595,0.680326,0.167946,0.008134,71.87415,59.568184,1.17,0.17,1.29,0.53,6064.0,86.89
Kepler-1524 b,,,70.96746,3.467468,1.437463,0.353513,0.018129,16.420093,13.855736,1.17,0.18,1.25,0.52,6179.0,210.53
Kepler-412 b,,,1.72086,14.714793,0.504758,0.02897,0.00093,1952.758421,212.913093,1.17,0.09,1.29,0.04,5750.0,90.0
Kepler-512 b,,,34.43588,2.63352,0.482812,0.218293,0.004353,41.327247,15.489788,1.17,0.07,1.3,0.24,5997.0,75.84
Kepler-584 b,,,35.18103,4.125848,1.558166,0.221431,0.009463,41.612681,31.218864,1.17,0.15,1.24,0.46,6195.0,110.21
Kepler-79 b,,,13.4845,3.40163,0.065838,0.117,0.002,161.612963,12.715798,1.17,0.04,1.3,0.03,6174.0,117.0
Kepler-79 c,,,27.4029,3.643036,0.076811,0.187,0.003,63.265173,4.683058,1.17,0.04,1.3,0.03,6174.0,117.0
Kepler-79 d,,,52.0902,7.011747,0.153622,0.287,0.004,26.858646,2.045282,1.17,0.04,1.3,0.03,6174.0,117.0
